               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.023659,            0.019764,           0.0052057,              0.6977,             0.67058,             0.69281,             0.50921,            0.029773,            0.014472,            0.027861,           0.0041392,           0.0041392,           0.0041392
                 150,            0.023612,            0.019824,           0.0051449,             0.74414,              0.6591,             0.71257,             0.51754,            0.030158,             0.01449,            0.024726,           0.0040996,           0.0040996,           0.0040996
                 151,            0.023007,            0.020333,           0.0048467,             0.72609,              0.6535,             0.69855,             0.51011,            0.029486,            0.014678,            0.025832,             0.00406,             0.00406,             0.00406
                 152,            0.022651,             0.01959,            0.005343,             0.71341,             0.65494,             0.69417,             0.51013,            0.029663,            0.014784,            0.026459,           0.0040204,           0.0040204,           0.0040204
                 153,            0.022612,            0.020645,           0.0055728,             0.72515,             0.66065,             0.70005,             0.51253,            0.029372,            0.014738,            0.028356,           0.0039808,           0.0039808,           0.0039808
                 154,            0.022457,            0.019537,           0.0052889,             0.72902,             0.64627,             0.70302,             0.51494,            0.029486,            0.014844,            0.028952,           0.0039412,           0.0039412,           0.0039412
                 155,            0.022873,            0.020062,           0.0048826,             0.71279,             0.64824,             0.69669,             0.51308,            0.029952,            0.014772,            0.029727,           0.0039016,           0.0039016,           0.0039016
                 156,            0.022468,            0.019496,           0.0052516,             0.73322,             0.66251,             0.70693,             0.51999,            0.030082,            0.014596,            0.027901,            0.003862,            0.003862,            0.003862
                 157,            0.022761,             0.01904,           0.0050966,              0.7144,             0.65984,             0.70275,             0.51657,             0.03022,            0.014451,            0.028294,           0.0038224,           0.0038224,           0.0038224
                 158,            0.022043,            0.019282,           0.0052601,             0.72792,             0.66436,             0.70596,             0.52143,            0.029617,             0.01463,             0.02825,           0.0037828,           0.0037828,           0.0037828
                 159,            0.022473,            0.019519,           0.0052553,              0.7154,             0.65177,             0.69936,             0.51791,            0.029958,            0.014911,            0.028893,           0.0037432,           0.0037432,           0.0037432
                 160,            0.022719,            0.019276,           0.0055102,             0.71279,             0.66962,             0.70844,             0.51878,            0.029705,            0.014467,            0.028875,           0.0037036,           0.0037036,           0.0037036
                 161,            0.021973,            0.018544,           0.0043676,             0.74061,             0.64842,             0.70512,             0.51736,            0.029604,            0.014287,            0.030622,            0.003664,            0.003664,            0.003664
                 162,            0.022106,            0.019388,           0.0049409,             0.71323,             0.67167,             0.70665,             0.52019,            0.029195,            0.014389,            0.028528,           0.0036244,           0.0036244,           0.0036244
                 163,            0.022363,            0.019284,           0.0048418,             0.74965,             0.65313,             0.70879,             0.52036,            0.030126,            0.014592,              0.0275,           0.0035848,           0.0035848,           0.0035848
                 164,            0.022373,            0.018859,           0.0048665,             0.72031,             0.66553,             0.70416,             0.51625,            0.029484,            0.014695,             0.02763,           0.0035452,           0.0035452,           0.0035452
                 165,            0.022123,            0.019245,           0.0050171,             0.73795,             0.64555,             0.69742,             0.50808,            0.029534,            0.014995,              0.0275,           0.0035056,           0.0035056,           0.0035056
                 166,            0.021867,            0.019303,           0.0042751,             0.72974,              0.6679,             0.70764,             0.51646,            0.029378,            0.014781,            0.025162,            0.003466,            0.003466,            0.003466
                 167,            0.021679,            0.019466,           0.0047159,             0.71974,             0.66634,             0.69811,             0.50737,            0.029648,            0.014684,            0.025177,           0.0034264,           0.0034264,           0.0034264
                 168,             0.02203,            0.019986,            0.004831,             0.71822,             0.66087,             0.69739,             0.50784,            0.029336,            0.014807,            0.026057,           0.0033868,           0.0033868,           0.0033868
                 169,            0.021394,            0.018942,           0.0047871,             0.69778,             0.67195,             0.70072,             0.51027,            0.029128,            0.015099,            0.026168,           0.0033472,           0.0033472,           0.0033472
                 170,            0.021452,            0.019441,           0.0044677,             0.72231,             0.66152,             0.70468,             0.51274,            0.029465,            0.015023,            0.028268,           0.0033076,           0.0033076,           0.0033076
                 171,            0.022063,             0.01879,           0.0048121,             0.72982,             0.67361,             0.70864,             0.51636,            0.029676,            0.014816,            0.025587,            0.003268,            0.003268,            0.003268
                 172,            0.022107,            0.018573,           0.0048741,             0.72541,             0.67459,             0.70836,             0.51847,            0.028937,            0.014673,             0.02649,           0.0032284,           0.0032284,           0.0032284
                 173,            0.021388,            0.018868,           0.0045809,             0.70249,             0.67358,             0.70095,              0.5126,            0.028728,            0.014535,            0.026388,           0.0031888,           0.0031888,           0.0031888
                 174,            0.021684,            0.018968,           0.0046749,             0.72285,             0.65338,             0.70172,             0.51568,             0.02951,            0.014803,            0.026692,           0.0031492,           0.0031492,           0.0031492
                 175,            0.021151,            0.018086,           0.0039101,             0.70328,             0.66332,             0.69486,             0.50945,            0.029185,            0.015179,            0.027403,           0.0031096,           0.0031096,           0.0031096
                 176,             0.02146,            0.018773,           0.0041486,              0.7032,             0.66357,             0.69976,             0.51449,            0.029232,            0.015296,            0.029339,             0.00307,             0.00307,             0.00307
                 177,              0.0214,            0.018404,           0.0042006,             0.68989,             0.67324,             0.69497,             0.50926,            0.029328,            0.015177,            0.028283,           0.0030304,           0.0030304,           0.0030304
                 178,            0.020895,            0.018857,           0.0043648,             0.67921,             0.67966,             0.69585,             0.51122,             0.02946,            0.015281,            0.026425,           0.0029908,           0.0029908,           0.0029908
                 179,            0.021464,            0.018598,           0.0049665,             0.69463,             0.67682,             0.69149,             0.50857,            0.029358,            0.015476,            0.026249,           0.0029512,           0.0029512,           0.0029512
                 180,            0.021065,            0.018956,           0.0041862,              0.7228,             0.66094,             0.69831,             0.51231,            0.029013,            0.015368,            0.026598,           0.0029116,           0.0029116,           0.0029116
                 181,            0.021159,            0.018736,           0.0042217,             0.74259,              0.6432,             0.70614,             0.51964,            0.028764,            0.015214,            0.025862,            0.002872,            0.002872,            0.002872
                 182,            0.020965,            0.019261,           0.0039779,             0.69707,             0.67604,             0.69707,             0.51626,            0.028561,            0.015445,             0.02523,           0.0028324,           0.0028324,           0.0028324
                 183,            0.020542,            0.018008,           0.0042275,             0.70942,             0.67544,             0.69709,              0.5151,            0.029122,            0.015519,            0.026632,           0.0027928,           0.0027928,           0.0027928
                 184,            0.021431,            0.018764,           0.0046136,             0.73039,             0.64863,              0.6989,             0.51665,            0.028915,            0.015491,            0.028156,           0.0027532,           0.0027532,           0.0027532
                 185,            0.020681,            0.018144,           0.0039284,             0.73324,             0.65706,             0.70017,             0.51642,            0.028942,            0.015456,            0.028916,           0.0027136,           0.0027136,           0.0027136
                 186,            0.021117,             0.01905,           0.0039459,             0.73153,             0.65528,             0.69998,             0.51799,            0.029017,            0.015153,            0.029189,            0.002674,            0.002674,            0.002674
                 187,            0.021009,            0.018235,           0.0038853,             0.72243,             0.66326,              0.7001,             0.51818,            0.029613,            0.015129,            0.029259,           0.0026344,           0.0026344,           0.0026344
                 188,            0.020586,            0.018491,           0.0039313,             0.70256,              0.6783,             0.70091,             0.51781,            0.029553,            0.015192,            0.029734,           0.0025948,           0.0025948,           0.0025948
                 189,             0.02067,             0.01892,           0.0031982,              0.7106,             0.67392,             0.70645,             0.52123,            0.029582,            0.015411,            0.029356,           0.0025552,           0.0025552,           0.0025552
                 190,             0.02018,            0.017814,           0.0034616,             0.72735,             0.67092,             0.70718,             0.52564,            0.029466,            0.015499,            0.029711,           0.0025156,           0.0025156,           0.0025156
                 191,            0.020153,            0.018429,           0.0039305,             0.71838,             0.66722,             0.70801,              0.5267,             0.02933,            0.015395,            0.029548,            0.002476,            0.002476,            0.002476
                 192,            0.019994,            0.018269,           0.0036335,             0.70871,             0.67247,             0.70075,             0.51974,            0.029528,             0.01554,            0.028938,           0.0024364,           0.0024364,           0.0024364
                 193,            0.020413,            0.018388,           0.0038358,             0.68759,             0.69476,             0.70353,             0.52219,            0.029562,            0.015146,            0.028717,           0.0023968,           0.0023968,           0.0023968
                 194,            0.019977,            0.018202,           0.0038636,             0.72233,              0.6581,             0.70074,             0.51992,            0.029547,            0.015227,            0.029965,           0.0023572,           0.0023572,           0.0023572
                 195,            0.020334,            0.018102,           0.0042234,             0.72595,             0.66472,             0.70487,             0.52392,             0.02954,            0.015105,            0.029838,           0.0023176,           0.0023176,           0.0023176
                 196,            0.020558,               0.018,           0.0043131,             0.73431,             0.66968,             0.70958,             0.52682,            0.028973,            0.015189,            0.029574,            0.002278,            0.002278,            0.002278
                 197,            0.019777,            0.017722,            0.003668,             0.74064,             0.66205,             0.71031,             0.52923,            0.028787,            0.015392,             0.02849,           0.0022384,           0.0022384,           0.0022384
                 198,            0.020448,            0.018165,           0.0038658,             0.72148,             0.67963,             0.71153,             0.52972,            0.028605,            0.015313,            0.028843,           0.0021988,           0.0021988,           0.0021988
                 199,            0.019989,            0.018314,           0.0033638,             0.74974,             0.65198,             0.71127,              0.5283,            0.028448,            0.015074,            0.029152,           0.0021592,           0.0021592,           0.0021592
                 200,            0.019947,            0.017873,           0.0036894,             0.74405,             0.66417,             0.70886,             0.52707,            0.028802,            0.015119,            0.029342,           0.0021196,           0.0021196,           0.0021196
                 201,              0.0195,            0.018327,           0.0033274,             0.74629,             0.66116,              0.7078,             0.52887,            0.028973,            0.015116,            0.028177,             0.00208,             0.00208,             0.00208
                 202,            0.019852,            0.017823,           0.0033367,               0.744,             0.65568,             0.70675,             0.52855,            0.028951,             0.01524,            0.027708,           0.0020404,           0.0020404,           0.0020404
                 203,            0.019459,            0.017801,           0.0034682,             0.75964,             0.65707,             0.71237,             0.53238,            0.029094,            0.015378,            0.028694,           0.0020008,           0.0020008,           0.0020008
                 204,            0.018889,            0.018071,           0.0037431,             0.74709,             0.67213,             0.71461,             0.53416,            0.029118,            0.015293,            0.029542,           0.0019612,           0.0019612,           0.0019612
                 205,            0.019219,            0.017822,           0.0034221,             0.75514,             0.66338,             0.71709,             0.53267,             0.02905,              0.0154,            0.030567,           0.0019216,           0.0019216,           0.0019216
                 206,            0.019312,            0.017389,           0.0033273,             0.74494,             0.67946,              0.7167,             0.53086,            0.029222,            0.015451,            0.030885,            0.001882,            0.001882,            0.001882
                 207,             0.01965,            0.017164,           0.0032651,             0.74645,              0.6713,             0.71543,             0.53223,            0.029202,            0.015364,            0.029968,           0.0018424,           0.0018424,           0.0018424
                 208,            0.019188,            0.017424,           0.0032574,             0.73458,             0.68126,             0.71539,             0.53205,            0.029136,            0.015239,             0.02981,           0.0018028,           0.0018028,           0.0018028
                 209,            0.019607,            0.017053,           0.0037354,             0.75924,             0.66459,             0.71571,             0.53282,            0.029091,            0.015342,            0.029986,           0.0017632,           0.0017632,           0.0017632
                 210,            0.019104,            0.017522,           0.0032025,              0.7274,             0.67681,             0.71071,             0.52998,             0.02904,            0.015415,            0.030177,           0.0017236,           0.0017236,           0.0017236
                 211,            0.019031,            0.017109,           0.0033861,             0.71211,             0.69014,             0.70933,             0.52963,            0.029101,            0.015571,            0.029849,            0.001684,            0.001684,            0.001684
                 212,            0.019191,            0.017196,           0.0028837,             0.69291,             0.69069,             0.70654,             0.52776,            0.029136,            0.015576,            0.029509,           0.0016444,           0.0016444,           0.0016444
                 213,            0.019367,            0.017293,           0.0028745,             0.73299,             0.66574,             0.70582,             0.52588,            0.029319,            0.015714,            0.029555,           0.0016048,           0.0016048,           0.0016048
                 214,            0.018676,            0.017074,           0.0031161,                0.74,             0.66944,              0.7081,             0.52527,            0.029403,            0.015682,            0.029757,           0.0015652,           0.0015652,           0.0015652
                 215,            0.018653,            0.017566,           0.0029053,             0.74659,             0.66062,             0.71016,             0.52861,            0.029397,            0.015727,            0.029815,           0.0015256,           0.0015256,           0.0015256
                 216,            0.018834,            0.017097,           0.0031207,             0.75002,             0.65976,             0.71085,             0.52923,            0.029316,            0.015745,            0.029899,            0.001486,            0.001486,            0.001486
                 217,            0.018673,            0.017616,           0.0030675,             0.72004,             0.67236,             0.70935,             0.52889,            0.029326,            0.015799,             0.02986,           0.0014464,           0.0014464,           0.0014464
                 218,            0.018832,            0.016987,           0.0033548,             0.72986,             0.66678,             0.71223,             0.53104,            0.029319,            0.015803,            0.029604,           0.0014068,           0.0014068,           0.0014068
                 219,            0.018742,             0.01687,           0.0030578,             0.75149,             0.65052,             0.71051,             0.53039,            0.029373,            0.015776,            0.028997,           0.0013672,           0.0013672,           0.0013672
                 220,             0.01906,            0.017052,           0.0027139,              0.7597,             0.65075,             0.71292,             0.53203,            0.029255,            0.015769,            0.029393,           0.0013276,           0.0013276,           0.0013276
                 221,            0.018585,            0.017283,           0.0027505,             0.73618,             0.66716,             0.71259,             0.53114,            0.029167,            0.015923,            0.029878,            0.001288,            0.001288,            0.001288
                 222,            0.018337,            0.016872,           0.0033975,             0.73612,             0.66469,             0.71353,             0.53274,            0.029183,            0.015819,            0.030107,           0.0012484,           0.0012484,           0.0012484
                 223,            0.018113,            0.016965,           0.0029497,             0.72303,             0.67429,             0.70926,             0.53125,            0.029189,            0.015794,            0.030371,           0.0012088,           0.0012088,           0.0012088
                 224,            0.018353,            0.017316,           0.0028094,             0.73382,             0.66918,             0.70802,             0.53085,            0.029087,            0.015762,            0.030729,           0.0011692,           0.0011692,           0.0011692
                 225,            0.018398,            0.016778,           0.0030325,             0.73365,             0.67459,             0.71069,             0.53009,            0.029076,            0.015794,            0.030598,           0.0011296,           0.0011296,           0.0011296
                 226,            0.017769,            0.016909,           0.0026809,             0.73708,             0.66879,             0.70834,             0.52848,            0.029047,            0.015748,            0.030695,             0.00109,             0.00109,             0.00109
                 227,            0.018084,            0.016844,           0.0029393,             0.73232,             0.67854,             0.70855,             0.52851,            0.029142,            0.015754,            0.030862,           0.0010504,           0.0010504,           0.0010504
                 228,            0.017801,            0.017074,           0.0027413,             0.74554,             0.67397,             0.71053,              0.5296,            0.029176,            0.015724,            0.030907,           0.0010108,           0.0010108,           0.0010108
                 229,            0.017726,            0.016851,           0.0023191,             0.73366,             0.67966,             0.70937,             0.52764,            0.029248,            0.015838,            0.030749,           0.0009712,           0.0009712,           0.0009712
                 230,            0.017717,            0.016794,           0.0024063,             0.74502,             0.66929,             0.70922,             0.53055,            0.029234,             0.01591,            0.030632,           0.0009316,           0.0009316,           0.0009316
                 231,            0.017685,            0.016428,           0.0025863,              0.7465,             0.66505,             0.71118,             0.53144,              0.0293,             0.01594,            0.030206,            0.000892,            0.000892,            0.000892
                 232,            0.017768,            0.016146,           0.0028878,             0.70745,               0.698,               0.709,             0.53222,            0.029338,            0.015945,            0.030146,           0.0008524,           0.0008524,           0.0008524
                 233,            0.018018,            0.016792,           0.0027422,             0.74349,             0.66683,             0.71087,             0.53242,            0.029459,            0.015993,            0.030372,           0.0008128,           0.0008128,           0.0008128
                 234,            0.017466,            0.017055,            0.002562,             0.75111,             0.66421,             0.71091,             0.53195,            0.029524,            0.016041,            0.030671,           0.0007732,           0.0007732,           0.0007732
                 235,            0.017768,            0.016066,           0.0025548,             0.73851,             0.67678,             0.71263,             0.53245,            0.029559,            0.016009,            0.030899,           0.0007336,           0.0007336,           0.0007336
                 236,            0.017565,            0.016277,           0.0027505,             0.73845,             0.67691,             0.71317,             0.53279,             0.02955,            0.016027,            0.030712,            0.000694,            0.000694,            0.000694
                 237,            0.017833,             0.01643,           0.0025934,             0.73353,             0.67947,              0.7118,             0.53096,            0.029475,            0.015972,             0.03059,           0.0006544,           0.0006544,           0.0006544
                 238,            0.017706,            0.016612,           0.0024389,             0.77494,             0.64847,             0.71268,             0.53143,            0.029548,            0.016024,            0.030489,           0.0006148,           0.0006148,           0.0006148
                 239,              0.0179,            0.016506,           0.0025445,             0.76349,              0.6573,             0.71312,             0.53248,            0.029501,               0.016,             0.03055,           0.0005752,           0.0005752,           0.0005752
                 240,            0.017552,            0.016667,            0.002607,             0.76245,             0.65944,             0.71223,             0.53248,            0.029603,            0.016058,             0.03053,           0.0005356,           0.0005356,           0.0005356
                 241,            0.017268,            0.016175,           0.0027355,              0.7486,             0.67121,             0.71274,             0.53257,            0.029549,            0.016035,            0.030541,            0.000496,            0.000496,            0.000496
                 242,            0.017726,            0.016466,           0.0027278,             0.75085,             0.67069,              0.7127,             0.53226,            0.029592,            0.016066,            0.030437,           0.0004564,           0.0004564,           0.0004564
                 243,            0.016948,            0.016171,           0.0026046,             0.74478,             0.67297,             0.71267,             0.53323,            0.029567,            0.016076,            0.030326,           0.0004168,           0.0004168,           0.0004168
                 244,            0.017032,            0.016216,           0.0023337,             0.73921,             0.67589,             0.71319,             0.53397,            0.029536,            0.016113,             0.03018,           0.0003772,           0.0003772,           0.0003772
                 245,            0.017324,            0.016403,           0.0027551,             0.74019,             0.67578,             0.71368,             0.53359,            0.029512,            0.016159,            0.030199,           0.0003376,           0.0003376,           0.0003376
                 246,            0.017171,            0.016521,           0.0027121,              0.7498,             0.67169,             0.71354,             0.53369,            0.029492,             0.01619,             0.03031,            0.000298,            0.000298,            0.000298
                 247,            0.017079,            0.016507,           0.0025337,             0.74756,              0.6721,             0.71402,             0.53381,            0.029499,             0.01621,            0.030397,           0.0002584,           0.0002584,           0.0002584
                 248,            0.016883,            0.016031,           0.0021996,             0.75085,             0.66972,             0.71376,             0.53297,             0.02949,            0.016219,            0.030388,           0.0002188,           0.0002188,           0.0002188
                 249,            0.016579,            0.016548,           0.0022395,             0.74623,               0.674,             0.71394,             0.53332,            0.029488,            0.016246,            0.030416,           0.0001792,           0.0001792,           0.0001792
